Date;EURUSD;GBPUSD
2020-01-01;1.1220825910568237;1.326259970664978
2020-01-02;1.1220825910568237;1.3250298500061035
2020-01-03;1.1171437501907349;1.3152703046798706
2020-01-06;1.1161960363388062;1.308010220527649
2020-01-07;1.1197994947433472;1.317002534866333
2020-01-08;1.1154738664627075;1.31137216091156
2020-01-09;1.1113210916519165;1.3105130195617676
2020-01-10;1.1111111640930176;1.3070186376571655
2020-01-13;1.1116669178009033;1.3045634031295776
2020-01-14;1.1135733127593994;1.2988194227218628
2020-01-15;1.113089919090271;1.3022528886795044
2020-01-16;1.1154004335403442;1.3041210174560547
2020-01-17;1.1139578819274902;1.3078734874725342
2020-01-20;1.1094592809677124;1.3007283210754395
2020-01-21;1.109693169593811;1.3005592823028564
2020-01-22;1.108561396598816;1.3048017024993896
2020-01-23;1.1096439361572266;1.3144749402999878
2020-01-24;1.1055220365524292;1.311991572380066
2020-01-27;1.1025358438491821;1.3061821460723877
2020-01-28;1.101976990699768;1.3060115575790405
2020-01-29;1.1022562980651855;1.3024563789367676
2020-01-30;1.1016855239868164;1.3022021055221558
2020-01-31;1.1029127836227417;1.3089004755020142
2020-02-03;1.1089794635772705;1.31816565990448
2020-02-04;1.1062926054000854;1.2997479438781738
2020-02-05;1.1047282218933105;1.3032711744308472
2020-02-06;1.1002310514450073;1.2997140884399414
2020-02-07;1.0982975959777832;1.2930254936218262
2020-02-10;1.0949305295944214;1.2891582250595093
2020-02-11;1.0913456678390503;1.2918227910995483
2020-02-12;1.091941475868225;1.2956557273864746
2020-02-13;1.0875948667526245;1.295756459236145
2020-02-14;1.0845986604690552;1.3046824932098389
2020-02-17;1.0841753482818604;1.3052955865859985
2020-02-18;1.0840108394622803;1.3008975982666016
2020-02-19;1.079540491104126;1.3002209663391113
2020-02-20;1.081009864807129;1.2928247451782227
2020-02-21;1.078799843788147;1.2883278131484985
2020-02-24;1.0839051008224487;1.29537034034729
2020-02-25;1.0849199295043945;1.292657732963562
2020-02-26;1.0881996154785156;1.3003394603729248
2020-02-27;1.0885894298553467;1.2906889915466309
2020-02-28;1.0997228622436523;1.2888922691345215
2020-03-02;1.1051311492919922;1.2807048559188843
2020-03-03;1.1144047975540161;1.2767152786254883
2020-03-04;1.118067979812622;1.2820841073989868
2020-03-05;1.113908290863037;1.2874983549118042
2020-03-06;1.1223849058151245;1.295068383216858
2020-03-09;1.1386020183563232;1.3099292516708374
2020-03-10;1.1397960186004639;1.3075313568115234
2020-03-11;1.1316505670547485;1.2909722328186035
2020-03-12;1.1261515617370605;1.2818212509155273
2020-03-13;1.1184931993484497;1.257023572921753
2020-03-16;1.115536093711853;1.2399870157241821
2020-03-17;1.1163206100463867;1.2266627550125122
2020-03-18;1.101552128791809;1.2121652364730835
2020-03-19;1.0961546897888184;1.1625338792800903
2020-03-20;1.0657345056533813;1.149438500404358
2020-03-23;1.0694386959075928;1.162304162979126
2020-03-24;1.0764610767364502;1.1595547199249268
2020-03-25;1.080263614654541;1.1792036294937134
2020-03-26;1.0889569520950317;1.1851149797439575
2020-03-27;1.1048258543014526;1.2200626134872437
2020-03-30;1.113908290863037;1.245319128036499
2020-03-31;1.1030466556549072;1.2371643781661987
2020-04-01;1.102657437324524;1.2408487796783447
2020-04-02;1.0953621864318848;1.238236665725708
2020-04-03;1.0847399234771729;1.2394952774047852
2020-04-06;1.0806955099105835;1.2220158576965332
2020-04-07;1.0803803205490112;1.2240501642227173
2020-04-08;1.0895144939422607;1.2338672876358032
2020-04-09;1.0863661766052246;1.23931086063385
2020-04-10;1.0927408933639526;1.2454850673675537
2020-04-13;1.0932666063308716;1.2461059093475342
2020-04-14;1.0922993421554565;1.2523951530456543
2020-04-15;1.098538875579834;1.26262629032135
2020-04-16;1.0905101299285889;1.252097249031067
2020-04-17;1.0858471393585205;1.2487823963165283
2020-04-20;1.0866966247558594;1.248751163482666
2020-04-21;1.0864840745925903;1.2442762851715088
2020-04-22;1.0856467485427856;1.2298610210418701
2020-04-23;1.080964207649231;1.2323921918869019
2020-04-24;1.077702283859253;1.235223650932312
2020-04-27;1.08236825466156;1.2366595268249512
2020-04-28;1.0824854373931885;1.2422668933868408
2020-04-29;1.0836584568023682;1.2435646057128906
2020-04-30;1.087725043296814;1.2471472024917603
2020-05-01;1.094546914100647;1.2581465244293213
2020-05-04;1.0959625244140625;1.2454230785369873
2020-05-05;1.0904293060302734;1.244555115699768
2020-05-06;1.0838581323623657;1.2444202899932861
2020-05-07;1.0798553228378296;1.232559323310852
2020-05-08;1.0837171077728271;1.237593173980713
2020-05-11;1.0839520692825317;1.2417423725128174
2020-05-12;1.080940842628479;1.2333498001098633
2020-05-13;1.0846810340881348;1.2254902124404907
2020-05-14;1.08236825466156;1.224155068397522
2020-05-15;1.0806955099105835;1.2233912944793701
2020-05-18;1.0821340084075928;1.2085760831832886
2020-05-19;1.0915124416351318;1.2200031280517578
2020-05-20;1.0927767753601074;1.2255953550338745
2020-05-21;1.0982975959777832;1.2236906290054321
2020-05-22;1.0952903032302856;1.2223445177078247
2020-05-25;1.0907801389694214;1.218605637550354
2020-05-26;1.0902997255325317;1.220137119293213
2020-05-27;1.0981770753860474;1.23350191116333
2020-05-28;1.1016855239868164;1.2264822721481323
2020-05-29;1.1079105138778687;1.2321492433547974
2020-06-01;1.1118524074554443;1.2347996234893799
2020-06-02;1.1125946044921875;1.248704433441162
2020-06-03;1.118943691253662;1.2581465244293213
2020-06-04;1.1235954761505127;1.2575136423110962
2020-06-05;1.1337867975234985;1.2609069347381592
2020-06-08;1.1319515705108643;1.2725722789764404
2020-06-09;1.1305567026138306;1.2735283374786377
2020-06-10;1.1332215070724487;1.2711325883865356
2020-06-11;1.1365444660186768;1.2710679769515991
2020-06-12;1.1288082599639893;1.257703423500061
2020-06-15;1.1252011060714722;1.2508755922317505
2020-06-16;1.1337740421295166;1.2637752294540405
2020-06-17;1.1265701055526733;1.258510708808899
2020-06-18;1.1242902278900146;1.2552721500396729
2020-06-19;1.1211000680923462;1.2426837682724
2020-06-22;1.1177555322647095;1.234811782836914
2020-06-23;1.1279679536819458;1.250156283378601
2020-06-24;1.1312345266342163;1.2524893283843994
2020-06-25;1.1250872611999512;1.2412954568862915
2020-06-26;1.1222084760665894;1.2425447702407837
2020-06-29;1.1225864887237549;1.2342174053192139
2020-06-30;1.1247202157974243;1.2310571670532227
2020-07-01;1.1235954761505127;1.2389271259307861
2020-07-02;1.1251378059387207;1.2464786767959595
2020-07-03;1.1237848997116089;1.2466403245925903
2020-07-06;1.1247202157974243;1.247551679611206
2020-07-07;1.1312856674194336;1.249547004699707
2020-07-08;1.1275228261947632;1.2542802095413208
2020-07-09;1.1339154243469238;1.2613521814346313
2020-07-10;1.1287955045700073;1.2605094909667969
2020-07-13;1.1310042142868042;1.2627506256103516
2020-07-14;1.134549617767334;1.255177617073059
2020-07-15;1.1410704851150513;1.25692880153656
2020-07-16;1.1417193412780762;1.2591001987457275
2020-07-17;1.139211654663086;1.2559500932693481
2020-07-20;1.1442956924438477;1.2571184635162354
2020-07-21;1.1458691358566284;1.266175389289856
2020-07-22;1.15340256690979;1.2730745077133179
2020-07-23;1.1568717956542969;1.2729934453964233
2020-07-24;1.1596084833145142;1.2730745077133179
2020-07-27;1.1652567386627197;1.2795906066894531
2020-07-28;1.1769275665283203;1.2889753580093384
2020-07-29;1.171879529953003;1.292373776435852
2020-07-30;1.1782865524291992;1.298246145248413
2020-07-31;1.1872254610061646;1.311785101890564
2020-08-03;1.1782310009002686;1.3101695775985718
2020-08-04;1.1763322353363037;1.3078734874725342
2020-08-05;1.181544303894043;1.3086093664169312
2020-08-06;1.187281847000122;1.3126804828643799
2020-08-07;1.1876484155654907;1.3138015270233154
2020-08-10;1.1782727241516113;1.3052273988723755
2020-08-11;1.1737778186798096;1.3077194690704346
2020-08-12;1.1736538410186768;1.3050740957260132
2020-08-13;1.179380178451538;1.3048017024993896
2020-08-14;1.1816558837890625;1.3070528507232666
2020-08-17;1.1852554082870483;1.3107001781463623
2020-08-18;1.1876484155654907;1.3107877969741821
2020-08-19;1.1947859525680542;1.325398564338684
2020-08-20;1.1843500137329102;1.311079978942871
2020-08-21;1.1873664855957031;1.3220343589782715
2020-08-24;1.1798018217086792;1.3094146251678467
2020-08-25;1.1794538497924805;1.307138204574585
2020-08-26;1.183501958847046;1.3152183294296265
2020-08-27;1.1842728853225708;1.3219819068908691
2020-08-28;1.1819632053375244;1.3199577331542969
2020-08-31;1.1918240785598755;1.3356484174728394
2020-09-01;1.193901538848877;1.3364516496658325
2020-09-02;1.1923214197158813;1.339943766593933
2020-09-03;1.184735894203186;1.335131287574768
2020-09-04;1.1839784383773804;1.3262248039245605
2020-09-07;1.183445930480957;1.3245735168457031
2020-09-08;1.1821727752685547;1.3162224292755127
2020-09-09;1.177024483680725;1.2968486547470093
2020-09-10;1.1806375980377197;1.2999167442321777
2020-09-11;1.1824384927749634;1.2808295488357544
2020-09-14;1.1842728853225708;1.2806557416915894
2020-09-15;1.187000036239624;1.2849671840667725
2020-09-16;1.1844412088394165;1.2884771823883057
2020-09-17;1.1803449392318726;1.2959998846054077
2020-09-18;1.1848200559616089;1.2975554466247559
2020-09-21;1.1845533847808838;1.2932761907577515
2020-09-22;1.176800012588501;1.2820513248443604
2020-09-23;1.1708368062973022;1.2744048833847046
2020-09-24;1.1658544540405273;1.2717468738555908
2020-09-25;1.1673243045806885;1.2757054567337036
2020-09-28;1.1635348796844482;1.2766826152801514
2020-09-29;1.167883276939392;1.2873492240905762
2020-09-30;1.1742050647735596;1.2866535186767578
2020-10-01;1.1726078987121582;1.2917560338974
2020-10-02;1.1744946241378784;1.2886265516281128
2020-10-05;1.1720443964004517;1.2931090593338013
2020-10-06;1.1792453527450562;1.2992581129074097
2020-10-07;1.1737639904022217;1.2883278131484985
2020-10-08;1.176747441291809;1.2917560338974
2020-10-09;1.1767003536224365;1.29404616355896
2020-10-12;1.181683897972107;1.3031693696975708
2020-10-13;1.1816140413284302;1.3065747022628784
2020-10-14;1.1742188930511475;1.2935272455215454
2020-10-15;1.1743981838226318;1.3012362718582153
2020-10-16;1.1707134246826172;1.2902060747146606
2020-10-19;1.1715501546859741;1.2927746772766113
2020-10-20;1.176885962486267;1.2948671579360962
2020-10-21;1.1829839944839478;1.2954038381576538
2020-10-22;1.1853959560394287;1.3131976127624512
2020-10-23;1.1815024614334106;1.307805061340332
2020-10-26;1.1848480701446533;1.3054660558700562
2020-10-27;1.1809443235397339;1.301574945449829
2020-10-28;1.1784114837646484;1.303186297416687
2020-10-29;1.1748672723770142;1.2989881038665771
2020-10-30;1.1678695678710938;1.2931926250457764
2020-11-02;1.1642121076583862;1.2926744222640991
2020-11-03;1.1642799377441406;1.2923903465270996
2020-11-04;1.176221489906311;1.3121638298034668
2020-11-05;1.17326819896698;1.2966804504394531
2020-11-06;1.1817537546157837;1.3139395713806152
2020-11-09;1.1893010139465332;1.318061351776123
2020-11-10;1.182732105255127;1.3169677257537842
2020-11-11;1.1818794012069702;1.3261544704437256
2020-11-12;1.1780297756195068;1.3224189281463623
2020-11-13;1.1803393363952637;1.3121638298034668
2020-11-16;1.1845253705978394;1.3220518827438354
2020-11-17;1.1859441995620728;1.322209119796753
2020-11-18;1.186366319656372;1.3259083032608032
2020-11-19;1.1847639083862305;1.325644612312317
2020-11-20;1.1866477727890015;1.3249244689941406
2020-11-23;1.1866477727890015;1.3305126428604126
2020-11-24;1.1842728853225708;1.332906723022461
2020-11-25;1.1900511980056763;1.3363267183303833
2020-11-26;1.1920002698898315;1.3385447263717651
2020-11-27;1.191599726676941;1.3354523181915283
2020-11-30;1.1971460580825806;1.333191156387329
2020-12-01;1.193816065788269;1.3336889743804932
2020-12-02;1.2074378728866577;1.3422638177871704
2020-12-03;1.2114603519439697;1.3370771408081055
2020-12-04;1.2145650386810303;1.345496654510498
2020-12-07;1.212135910987854;1.3417415618896484
2020-12-08;1.2113136053085327;1.3357375860214233
2020-12-09;1.2110936641693115;1.3365589380264282
2020-12-10;1.207875370979309;1.3367018699645996
2020-12-11;1.2144293785095215;1.3305658102035522
2020-12-14;1.213340401649475;1.3318239450454712
2020-12-15;1.214889645576477;1.3330844640731812
2020-12-16;1.2154301404953003;1.3444474935531616
2020-12-17;1.2199585437774658;1.3502929210662842
2020-12-18;1.226271629333496;1.3570178747177124
2020-12-21;1.221612811088562;1.3401951789855957
2020-12-22;1.2236906290054321;1.3449536561965942
2020-12-23;1.2186651229858398;1.339943766593933
2020-12-24;1.2191405296325684;1.3505300283432007
2020-12-25;1.2184720039367676;1.3552008867263794
2020-12-28;1.2205095291137695;1.3572388887405396
2020-12-29;1.2223445177078247;1.3466018438339233
2020-12-30;1.225295066833496;1.3499903678894043
2020-12-31;1.2299896478652954;1.36306631565094
2021-01-01;1.218026876449585;1.3673007488250732
2021-01-04;1.2250697612762451;1.3684196472167969
2021-01-05;1.2251598834991455;1.3571596145629883
2021-01-06;1.230027437210083;1.3629549741744995
2021-01-07;1.2341108322143555;1.3625277280807495
2021-01-08;1.227144479751587;1.3569625616073608
2021-01-11;1.2186205387115479;1.3516253232955933
2021-01-12;1.2160701751708984;1.3524113893508911
2021-01-13;1.2208894491195679;1.3670539855957031
2021-01-14;1.2162491083145142;1.364926815032959
2021-01-15;1.2151259183883667;1.3683634996414185
2021-01-18;1.2068113088607788;1.357533574104309
2021-01-19;1.207729458808899;1.3581236600875854
2021-01-20;1.2138868570327759;1.3644241094589233
2021-01-21;1.2115631103515625;1.3668484687805176
2021-01-22;1.2166293859481812;1.3729474544525146
2021-01-25;1.216944694519043;1.3688204288482666
2021-01-26;1.214624047279358;1.3678992986679077
2021-01-27;1.216299295425415;1.374154806137085
2021-01-28;1.2105072736740112;1.3669419288635254
2021-01-29;1.2120037078857422;1.3725008964538574
2021-02-01;1.2123857736587524;1.3697690963745117
2021-02-02;1.2068694829940796;1.3678767681121826
2021-02-03;1.203905463218689;1.3659336566925049
2021-02-04;1.2042388916015625;1.364908218383789
2021-02-05;1.1966731548309326;1.3676148653030396
2021-02-08;1.2048773765563965;1.3738716840744019
2021-02-09;1.2053595781326294;1.374570369720459
2021-02-10;1.2119992971420288;1.3817994594573975
2021-02-11;1.2121212482452393;1.3832597732543945
2021-02-12;1.2131506204605103;1.381024718284607
2021-02-15;1.2122093439102173;1.3871549367904663
2021-02-16;1.2132196426391602;1.3914785385131836
2021-02-17;1.2092483043670654;1.388811707496643
2021-02-18;1.2048004865646362;1.3866355419158936
2021-02-19;1.209189772605896;1.3967455625534058
2021-02-22;1.2126356363296509;1.403114914894104
2021-02-23;1.2166796922683716;1.4071228504180908
2021-02-24;1.215214490890503;1.412030577659607
2021-02-25;1.2171372175216675;1.4148274660110474
2021-02-26;1.2160420417785645;1.4008152484893799
2021-03-01;1.208956003189087;1.3972529172897339
2021-03-02;1.2051095962524414;1.3929517269134521
2021-03-03;1.208546757698059;1.3954981565475464
2021-03-04;1.2050660848617554;1.3926994800567627
2021-03-05;1.1967735290527344;1.3894098997116089
2021-03-08;1.1925631761550903;1.385367751121521
2021-03-09;1.185171127319336;1.3823610544204712
2021-03-10;1.1897906064987183;1.3890432119369507
2021-03-11;1.1926058530807495;1.3931456804275513
2021-03-12;1.1986095905303955;1.3989927768707275
2021-03-15;1.1950000524520874;1.3929517269134521
2021-03-16;1.1925773620605469;1.3899120092391968
2021-03-17;1.190164566040039;1.3902212381362915
2021-03-18;1.1982792615890503;1.3975849151611328
2021-03-19;1.1918240785598755;1.3925055265426636
2021-03-22;1.1883116960525513;1.3832597732543945
2021-03-23;1.193303108215332;1.3862512111663818
2021-03-24;1.1840205192565918;1.3730417490005493
2021-03-25;1.1813069581985474;1.3688879013061523
2021-03-26;1.1776621341705322;1.374910593032837
2021-03-29;1.1788004636764526;1.3791011571884155
2021-03-30;1.177100658416748;1.3775053024291992
2021-03-31;1.1723604202270508;1.3746649026870728
2021-04-01;1.1728830337524414;1.3786258697509766
2021-04-02;1.177994966506958;1.383508563041687
2021-04-05;1.176816701889038;1.383125901222229
2021-04-06;1.1818934679031372;1.3914011716842651
2021-04-07;1.1874228715896606;1.383125901222229
2021-04-08;1.1873664855957031;1.3743815422058105
2021-04-09;1.1915684938430786;1.373437762260437
2021-04-12;1.1900511980056763;1.3712154626846313
2021-04-13;1.1914690732955933;1.3753834962844849
2021-04-14;1.1954143047332764;1.3759700059890747
2021-04-15;1.1986095905303955;1.3779228925704956
2021-04-16;1.1971746683120728;1.3785498142242432
2021-04-19;1.1969454288482666;1.3818453550338745
2021-04-20;1.204529047012329;1.3993842601776123
2021-04-21;1.2032392024993896;1.3938837051391602
2021-04-22;1.2037750482559204;1.3931845426559448
2021-04-23;1.2014753818511963;1.3840255737304688
2021-04-26;1.2089852094650269;1.3866355419158936
2021-04-27;1.2081671953201294;1.3895643949508667
2021-04-28;1.2090305089950562;1.390356421470642
2021-04-29;1.213592290878296;1.395673394203186
2021-04-30;1.2127091884613037;1.3952839374542236
2021-05-03;1.2027760744094849;1.3819791078567505
2021-05-04;1.2061271667480469;1.3903758525848389
2021-05-05;1.2015043497085571;1.388811707496643
2021-05-06;1.2007973194122314;1.3909753561019897
2021-05-07;1.2068549394607544;1.389854073524475
2021-05-10;1.2171076536178589;1.4041197299957275
2021-05-11;1.2140932083129883;1.4131278991699219
2021-05-12;1.2144500017166138;1.4138271808624268
2021-05-13;1.2078505754470825;1.4063708782196045
2021-05-14;1.207729458808899;1.4050863981246948
2021-05-17;1.2150373458862305;1.4101786613464355
2021-05-18;1.2156872749328613;1.4148674011230469
2021-05-19;1.2223997116088867;1.41880202293396
2021-05-20;1.217285394668579;1.4106162786483765
2021-05-21;1.222538709640503;1.4185603857040405
2021-05-24;1.2183235883712769;1.4142870903015137
2021-05-25;1.2214635610580444;1.415608525276184
2021-05-26;1.2249093055725098;1.4143872261047363
2021-05-27;1.21925950050354;1.4116119146347046
2021-05-28;1.2193188667297363;1.4203739166259766
2021-05-31;1.2190067768096924;1.4180374145507812
2021-06-01;1.223286509513855;1.4226775169372559
2021-06-02;1.2217769622802734;1.4157087802886963
2021-06-03;1.220986247062683;1.4171934127807617
2021-06-04;1.2133007049560547;1.4109944105148315
2021-06-07;1.2168411016464233;1.4164307117462158
2021-06-08;1.2193634510040283;1.41765558719635
2021-06-09;1.217285394668579;1.414987564086914
2021-06-10;1.218200445175171;1.4112334251403809
2021-06-11;1.2172558307647705;1.4170126914978027
2021-06-14;1.2110203504562378;1.411930799484253
2021-06-15;1.212224006652832;1.4109944105148315
2021-06-16;1.2127091884613037;1.4081531763076782
2021-06-17;1.1995586156845093;1.3990709781646729
2021-06-18;1.1913414001464844;1.3938642740249634
2021-06-21;1.1873664855957031;1.381711721420288
2021-06-22;1.1912561655044556;1.392540454864502
2021-06-23;1.1936734914779663;1.3949919939041138
2021-06-24;1.1933174133300781;1.3967455625534058
2021-06-25;1.1930327415466309;1.3916915655136108
2021-06-28;1.1942152976989746;1.389506459236145
2021-06-29;1.1928904056549072;1.3879058361053467
2021-06-30;1.1901928186416626;1.3842746019363403
2021-07-01;1.1856770515441895;1.3829153776168823
2021-07-02;1.1846235990524292;1.3759511709213257
2021-07-05;1.1856207847595215;1.383125901222229
2021-07-06;1.186380386352539;1.3856172561645508
2021-07-07;1.1824523210525513;1.3805670738220215
2021-07-08;1.17933988571167;1.3801099061965942
2021-07-09;1.184800386428833;1.3790820837020874
2021-07-12;1.187295913696289;1.3899506330490112
2021-07-13;1.186521053314209;1.3886960744857788
2021-07-14;1.1775373220443726;1.3806052207946777
2021-07-15;1.1833338737487793;1.385809302330017
2021-07-16;1.1811814308166504;1.3829728364944458
2021-07-19;1.1814005374908447;1.3763866424560547
2021-07-20;1.1793843507766724;1.3669979572296143
2021-07-21;1.1784114837646484;1.3633265495300293
2021-07-22;1.179273009300232;1.3714035749435425
2021-07-23;1.1772738695144653;1.377389669418335
2021-07-26;1.1773432493209839;1.3757808208465576
2021-07-27;1.1807769536972046;1.3829153776168823
2021-07-28;1.1823126077651978;1.3882719278335571
2021-07-29;1.1845955848693848;1.3906852006912231
2021-07-30;1.1892997026443481;1.3964334726333618
2021-08-02;1.186704158782959;1.3896223306655884
2021-08-03;1.1874650716781616;1.3892748355865479
2021-08-04;1.1869436502456665;1.391788363456726
2021-08-05;1.1837401390075684;1.3890432119369507
2021-08-06;1.1835720539093018;1.3927576541900635
2021-08-09;1.1749500036239624;1.3868471384048462
2021-08-10;1.17384672164917;1.3849073648452759
2021-08-11;1.172333002090454;1.3836042881011963
2021-08-12;1.1741899251937866;1.3866932392120361
2021-08-13;1.173626184463501;1.3811582326889038
2021-08-16;1.179467797279358;1.3863856792449951
2021-08-17;1.177994966506958;1.3842746019363403
2021-08-18;1.1709738969802856;1.3740416765213013
2021-08-19;1.1703298091888428;1.3743815422058105
2021-08-20;1.1676595211029053;1.3630849123001099
2021-08-23;1.1697548627853394;1.3625277280807495
2021-08-24;1.1744533777236938;1.37247633934021
2021-08-25;1.175309181213379;1.3725517988204956
2021-08-26;1.1774401664733887;1.3766520023345947
2021-08-27;1.1756407022476196;1.3702384233474731
2021-08-30;1.1799006462097168;1.3762996196746826
2021-08-31;1.1796904802322388;1.376045823097229
2021-09-01;1.1810280084609985;1.3753398656845093
2021-09-02;1.1840906143188477;1.3771638870239258
2021-09-03;1.1876484155654907;1.383680820465088
2021-09-06;1.1885942220687866;1.3859245777130127
2021-09-07;1.1875073909759521;1.3839489221572876
2021-09-08;1.184356927871704;1.3779798746109009
2021-09-09;1.1819101572036743;1.3767657279968262
2021-09-10;1.1825922727584839;1.3839681148529053
2021-09-13;1.1811953783035278;1.3840830326080322
